площадь,цена,этаж,кол-во_комнат
63,19543421,20,2
133,15721069,20,4
102,2088583,11,2
25,1761970,2,5
79,15734070,2,2
42,10856469,13,3
107,15994180,23,4
36,3038770,6,5
132,17720209,4,5
23,1483655,12,2
24,13711664,14,2
43,4152117,4,2
90,14895258,22,1
24,14172889,8,4
97,2527604,12,4
93,6809549,23,1
20,19759956,14,2
104,9427482,16,3
93,5286112,16,3
50,1099570,8,5
107,9850217,10,5
110,15979014,1,1
113,19751691,4,4
124,19916108,14,4
20,3833857,22,5
58,1421807,14,3
37,16417157,1,4
97,8279011,24,5
87,4904823,8,1
61,6686411,14,4
123,11695554,23,4
79,19694033,9,3
69,9449328,24,4
138,13012266,18,3
149,13211152,18,3
123,4804238,11,1
58,19890585,1,5
67,1618214,5,5
79,2121641,2,4
79,15377237,5,4
45,14150115,22,1
133,14251519,7,4
51,14561882,10,2
57,12718053,8,4
75,19842525,12,5
126,8423811,17,1
64,16885200,1,1
30,17294509,4,5
96,18376602,22,2
86,18717369,1,3
89,14749312,21,4
105,12588086,5,4
117,11333628,7,2
53,9098248,8,4
117,10141466,14,5
35,8217108,12,5
30,18060239,19,3
116,16966644,19,3
135,18322997,16,3
76,7939988,15,1
39,4871028,16,4
85,6216655,7,3
92,3740741,18,2
78,6723240,23,3
79,16873560,7,3
52,13911441,7,4
99,10855241,3,3
134,3464083,17,5
61,17707006,6,4
148,4772163,8,5
21,17858842,17,2
47,13420023,18,1
128,8973711,13,5
75,12547901,17,5
117,12558980,23,4
39,9847858,19,2
42,7367075,21,4
55,9144688,16,1
77,17312357,16,4
129,8527095,14,4
46,5999447,9,5
92,1186262,17,5
148,5431745,17,1
128,15517086,3,4
121,15306734,20,4
135,10799249,21,1
70,4040600,17,5
105,4403259,16,1
51,16648872,24,3
62,11690039,10,4
86,17213982,11,3
33,3723251,24,1
101,16566625,14,2
137,4107270,9,3
69,17769394,14,1
113,6682929,12,3
30,15323795,13,5
110,16495673,1,2
84,5273811,17,1
26,9893831,15,2
23,1454328,17,4
49,13849031,4,5
112,4026592,24,2
107,1636708,5,1
106,17738314,1,4
68,4614181,6,5
90,8831235,23,3
31,18832741,3,4
32,9833956,2,5
63,9156550,4,5
115,19613046,2,5
24,16910647,14,4
94,10260753,16,2
50,12833511,6,5
61,5615804,24,4
67,12207337,14,2
56,12482755,11,3
75,18600190,12,2
46,2585479,21,5
47,15634410,12,4
64,19134748,15,2
78,17689223,24,5
47,1203197,4,2
37,8609463,21,4
66,12865286,6,4
136,2110558,2,2
106,12829506,20,5
52,5851653,11,3
104,12658116,11,5
23,13965852,5,1
94,4560602,5,4
36,12163026,24,3
93,6649082,14,1
66,11588967,3,3
137,4735523,22,4
30,8881729,5,5
36,3503367,12,5
108,4988447,23,2
146,12821516,9,3
134,15943148,6,4
106,7807445,24,4
85,12998408,11,3
125,17208748,4,3
126,15163084,12,1
110,1201166,3,4
120,2183466,5,4
24,18019061,15,5
88,13514185,18,5
25,8578602,24,1
52,5995652,22,4
74,9926299,6,4
36,7071809,16,5
31,11585178,24,2
138,6047994,14,3
62,2223088,2,1
141,15600812,17,3
135,11986337,8,5
110,9449039,7,1
51,16448348,11,4
147,6733427,16,2
121,17640812,16,2
28,10432379,16,4
123,6394863,8,3
95,15553699,17,2
88,10411411,1,2
46,8520473,20,5
128,17149830,7,3
138,16616183,5,1
32,3093082,5,3
57,19030479,3,3
137,15079481,23,5
120,7160696,5,5
126,7256148,11,4
63,7818414,3,1
66,12527802,20,3
27,19057758,9,5
89,9361670,8,4
49,4819800,15,5
37,15717821,3,5
46,12725376,6,3
44,10659866,7,5
82,14366864,11,5
69,11769123,5,3
64,16623481,15,3
146,4497758,11,4
74,8775225,17,3
49,8692952,8,2
101,6355587,9,3
54,5302201,22,5
129,13314063,2,1
80,6913256,19,2
123,18199298,24,2
60,9425271,8,5
85,13320740,14,5
136,14106877,6,3
80,17054455,16,1
105,5763278,19,3
65,17218942,3,2
130,18672266,3,5
120,2666951,5,4
68,12947845,17,5
81,5081092,4,1
69,2572093,14,1
35,18649809,18,3
74,14399998,21,4
55,17303304,5,2
106,6368779,23,3
43,11678106,18,4
96,11734421,18,4
53,5827840,19,2
132,9372144,12,3
122,13875821,16,2
107,19446751,15,3
86,7838540,5,4
57,11573552,1,5
101,10832576,11,1
52,11548228,17,3
42,7848858,6,3
73,1997613,5,3
89,11731641,14,4
90,4965709,17,1
79,15361399,16,5
121,9459431,12,4
25,5345288,17,4
81,7419799,24,5
147,4213251,16,4
121,6861873,11,2
65,8028151,6,1
21,12755760,11,2
34,14595061,9,4
80,5854977,5,1
141,10572877,6,5
100,1993664,8,3
58,1408674,18,5
147,1450566,8,1
88,15097375,20,1
24,18788824,6,3
72,9805485,5,5
29,7809652,20,1
96,15032430,21,3
27,16841776,12,5
25,16954784,21,5
41,1836398,9,4
67,3277559,16,2
143,14134428,23,2
99,12918488,3,1
92,18818591,2,3
74,16032642,18,2
20,19801813,11,2
111,17587651,2,3
115,5670854,10,2
76,2517438,4,5
25,16483285,24,2
41,8901432,10,4
88,4080895,4,5
79,16064023,10,3
145,19903558,1,5
116,12508824,10,2
88,6257276,19,1
46,6088302,6,4
30,13490598,8,2
28,1635576,17,5
122,3723152,11,2
55,1742074,13,2
130,5033807,7,2
35,2061729,4,5
108,8995956,24,2
109,4812049,24,2
74,2011818,14,4
98,12159098,15,3
68,9574954,5,2
115,16141455,18,5
45,1268670,2,1
113,19607286,9,4
36,14913436,15,4
44,15252975,17,4
21,15776308,18,5
132,5919362,23,2
61,1126303,2,2
107,14377184,22,1
59,16419703,13,5
130,5337050,17,4
149,11607789,20,1
78,1085699,18,2
20,17346393,1,4
42,14657145,18,2
78,5912008,14,4
77,1334063,20,3
134,11391644,15,4
135,12051965,6,5
109,8657683,21,3
40,13687375,8,3
142,2355063,24,5
127,10583895,19,5
60,19555427,3,4
96,11942569,20,2
63,7773534,22,4
22,2056723,21,2
144,19572342,20,4
22,2799980,22,3
142,17863252,23,5
62,2494611,1,4
57,15477618,19,1
77,12798224,14,3
92,17906164,10,3
33,12150849,23,3
140,14116328,9,5
92,19978407,13,4
107,17679132,6,3
41,16286493,8,4
141,15853134,22,4
112,3306474,7,5
59,1372762,18,3
101,6460410,20,3
126,4306632,13,1
129,19346434,21,1
111,14900540,3,1
92,18009209,24,4
42,5057379,13,1
118,7128340,9,5
136,13327473,10,3
103,14062627,11,1
42,16542232,14,5
149,14860641,7,3
97,5866335,9,1
55,17904285,12,1
63,8830998,6,1
81,6005676,17,4
78,1199717,7,2
54,2108221,2,4
142,11636759,19,3
52,1913408,15,3
59,13664587,13,2
60,14283374,2,1
66,13903866,10,1
148,5421707,5,3
121,3187750,10,4
87,16626040,6,3
92,7650789,19,5
114,12626891,8,5
147,1713827,1,2
79,6699355,16,2
31,13216409,21,1
25,9687095,16,4
22,17518634,3,2
132,11911743,23,3
50,2609799,10,5
103,1067283,4,4
55,16670009,18,3
43,1090360,9,3
44,17657801,2,5
131,9532472,24,1
125,16481973,11,4
41,6651292,24,4
124,14574492,5,3
106,8591593,17,3
105,17043456,11,2
75,11985292,18,2
27,13540210,4,4
57,4431903,17,5
144,4678679,4,1
105,6364653,23,3
127,6370876,7,1
99,1004136,3,2
24,1765005,11,5
48,4979846,8,3
20,10711331,19,3
115,14992653,13,4
68,14514091,12,5
133,15852214,23,1
67,12211323,14,4
118,1483661,19,4
75,13356616,20,5
27,19121227,9,5
99,10556012,15,3
27,17150955,18,1
141,8206877,15,1
100,16303193,2,1
123,3801415,19,3
29,1274125,4,2
117,18555035,11,5
134,9312327,24,5
78,14724893,10,1
110,10084406,22,3
113,4737200,24,4
112,6152778,16,3
97,3002652,1,2
56,16560727,18,2
109,14635259,6,5
109,11901534,7,3
95,19869608,17,5
84,5371118,10,1
71,12562474,9,2
32,5963297,20,5
109,18238309,4,3
28,2414115,22,5
99,16008014,6,3
60,10146339,19,3
92,17417572,2,4
79,18029340,13,5
140,6515647,10,1
98,10142387,4,5
72,18827571,2,2
143,19281953,2,2
64,10194422,6,3
34,17818694,6,2
35,3120618,3,5
82,4486720,23,1
83,10524156,7,1
78,17888206,3,4
36,12260447,19,3
89,15297800,15,1
63,15796728,23,1
72,6331287,24,3
20,8625706,11,3
101,17898678,15,2
130,7186727,19,3
27,2496747,7,5
145,10838693,15,3
99,8844475,1,5
83,17663158,16,5
98,3081622,16,4
126,6566725,24,1
65,10295816,23,3
115,11882133,24,1
72,12334526,2,4
73,13680363,10,3
144,14247347,9,5
149,8194268,15,3
81,12012268,17,3
26,7675212,14,4
51,16151983,8,3
72,14235108,12,4
46,4332941,7,4
72,1582978,10,5
34,5804266,10,3
111,16546053,4,1
141,15574644,8,5
100,10786644,8,4
128,15828837,4,5
21,17903781,16,1
26,4527834,3,5
49,7580056,2,5
134,8035844,1,2
95,3005177,18,2
72,9522087,3,4
130,4961769,1,1
101,9051046,10,2
133,3986186,23,1
36,18476256,12,2
75,9796201,14,1
104,11177836,18,2
44,16999235,2,4
67,1364663,18,4
71,16461562,3,2
55,3891659,18,4
78,18837590,19,2
45,17617011,15,3
98,3771976,9,2
142,13613522,7,5
131,3194996,23,2
82,15376538,23,1
72,4579028,18,2
105,17238764,12,2
56,13785666,11,3
29,9179949,15,2
127,10113716,10,1
133,13166911,4,3
121,16318079,17,1
144,6243703,15,2
76,19076979,24,1
149,16430453,9,2
148,6026550,9,3
38,14266776,6,4
59,4531941,17,4
99,3146449,17,2
128,2138687,22,1
97,9091175,6,1
82,6006636,13,4
126,8266524,1,4
36,13977410,19,5
117,7092012,4,3
105,12584065,12,4
46,16393133,4,1
145,9773544,24,4
52,3890460,2,5
116,3150598,18,1
52,13366441,15,4
141,2015970,3,5
65,4189239,11,4
33,5461982,15,1
43,17817056,21,2
132,11847953,17,5
148,15907415,13,5
25,3408872,6,5
106,14190014,17,3
70,9721251,8,3
98,16009424,10,2
71,6722187,21,2
85,2466672,11,3
123,4078414,6,5
24,7564544,16,5
102,5791714,11,3
135,18361593,8,3
120,8450197,23,2
108,16851049,18,1
91,5141847,22,3
44,17669776,9,5
137,12599592,1,3
89,1493005,4,3
144,14879682,23,2
120,17355617,16,5
91,6606702,6,2
50,5181000,14,2
138,12913323,5,5
55,16655940,24,3
96,8244909,15,5
99,3332067,10,4
23,16584462,11,3
22,13523407,24,5
117,13270290,20,4
49,13217347,24,3
56,19780425,14,4
137,7362425,18,5
51,13778315,12,3
98,19194567,4,4
113,6349695,14,1
139,19422116,20,4
75,12362898,24,1
87,9469142,3,3
120,10213493,5,4
79,15585931,5,4
20,6524006,6,3
34,19277968,12,5
20,15362755,19,5
109,17511805,13,1
81,4742054,16,4
33,10745470,11,2
108,18616433,13,5
45,8063182,9,3
24,7021164,7,4
48,13502445,10,3
137,7360720,24,4
45,17026278,2,2
61,3368136,1,3
114,6352238,11,3
63,18124397,15,1
91,14366688,24,2
138,9671304,5,3
115,9013008,17,2
59,8703003,1,5
61,5355249,23,1
139,8612494,9,3
125,16873868,15,5
23,9680608,16,5
107,11380001,20,2
93,19470547,13,3
124,7844591,6,2
53,7572252,3,3
36,10263540,4,4
135,14524727,5,4
95,3240146,8,1
89,2282154,6,1
62,2577324,2,1
79,15192729,18,5
88,13639582,9,4
115,11686924,24,4
69,18775358,9,2
32,9217154,17,2
135,11480038,19,1
146,4331176,6,3
56,6477821,16,1
74,13751252,7,4
94,11516896,3,2
106,12418210,15,4
110,4437763,10,5
134,3983855,11,4
116,5943350,4,2
96,13346561,13,5
85,16915860,4,5
110,17278653,12,3
138,9442701,24,3
75,11962519,5,3
149,6447563,14,1
107,4365613,2,3
142,16432316,2,5
149,9740720,13,3
148,7251296,11,4
143,1530234,11,1
148,8776524,7,2
51,3524905,24,3
121,10737236,21,5
51,5545447,13,3
21,7260486,24,4
131,11779685,4,1
132,5121134,6,4
118,3773491,14,1
88,11149065,24,1
145,6822839,16,5
133,6449947,5,5
31,6462268,3,3
31,1229812,4,3
115,16239614,12,2
137,17115065,7,2
28,10762528,22,2
69,13561508,2,5
115,12073427,24,5
53,12730582,6,3
93,10045352,7,3
138,14199489,7,2
101,2811529,2,5
131,9592434,24,4
73,9338802,1,2
112,4281137,21,5
71,8421718,22,5
108,13150527,5,4
110,1706063,13,3
21,12972469,9,3
124,13852870,5,4
63,10308013,24,1
146,11049624,23,5
75,4169053,2,3
63,12441469,19,1
96,7591138,9,5
31,1624888,16,4
94,2253751,12,5
65,8982639,3,3
75,16223136,15,1
110,15023563,23,4
84,8356861,3,2
35,2344922,22,5
147,17812210,6,1
135,2088066,23,4
84,13391222,21,2
61,2874902,11,5
94,17028479,24,3
138,6767753,12,1
99,15394383,8,1
34,8449106,2,3
69,13948165,16,3
112,3605272,11,3
84,11085851,2,1
58,18983741,8,5
103,14725943,17,5
148,19739156,2,4
47,4415270,10,3
59,12509627,15,3
58,3851389,6,4
90,18340040,24,5
74,10650999,7,2
107,12798648,4,1
129,18173115,1,1
26,11946515,16,1
21,1271624,14,1
54,5296687,23,2
104,5967292,16,3
109,1195874,5,3
108,13000932,22,2
95,7889992,10,1
28,6484973,18,5
131,16991311,23,2
146,8694981,21,5
117,9787770,4,4
140,18870543,12,2
49,1912051,20,5
93,1818226,11,3
27,9536848,18,4
84,7580392,23,3
82,3175070,21,5
23,12747858,3,2
80,4946278,16,4
135,5105986,17,3
98,2051883,13,2
67,2325053,19,5
91,14994633,20,1
75,19306057,9,4
105,16034458,17,4
20,14754180,23,4
88,10876769,23,2
80,10619913,10,4
148,15289342,18,1
91,18569196,17,1
75,8400313,1,4
95,10097229,14,3
62,16890053,3,1
140,5195545,18,5
116,9899094,11,3
24,1296041,21,1
83,13630263,12,3
57,6814261,12,2
81,6115393,14,5
141,1165672,18,3
78,3487675,14,2
24,14978389,6,4
55,16381594,5,1
117,6861773,16,1
76,18170093,20,2
39,14533953,3,2
97,15699043,15,2
66,11055689,3,4
35,19797220,6,5
53,16281961,2,5
21,18189731,8,5
91,19797491,5,5
140,2871475,4,3
79,2128139,5,5
114,13137225,20,1
131,7516093,5,1
61,17862761,3,3
125,4991323,9,1
142,14181702,6,5
114,11183552,22,1
141,19537778,16,4
90,3401393,5,2
76,15874563,3,1
99,13321981,17,1
139,11835526,13,2
26,8098091,8,5
73,15824498,12,3
89,12533070,17,4
65,1288890,11,2
149,15841855,10,1
94,7501399,18,1
98,19583607,2,2
140,19298517,1,1
64,17708112,17,2
125,16994006,22,2
124,10953455,24,2
59,14433812,19,2
117,1403165,6,1
28,12431971,14,3
60,11304064,7,2
48,11663271,18,1
97,4791548,12,3
52,18734355,8,1
55,6739005,20,4
118,9239819,5,3
63,13797161,17,3
43,14692607,15,1
127,9882803,1,4
47,11805248,9,3
92,2129292,9,5
121,6622604,13,2
75,2333356,17,5
130,2344987,9,1
77,9915021,4,3
114,5022171,1,3
145,9755966,10,2
22,4451426,24,1
29,13087233,14,2
107,4305100,23,4
47,15167177,22,2
122,2975449,21,1
36,4921484,9,1
43,5219094,1,1
52,2465902,2,5
117,9990069,15,4
136,18252232,3,5
56,4037445,5,1
105,1927563,21,3
75,19739375,10,2
149,19489502,8,5
112,14798511,1,1
149,10493033,11,2
131,9682156,16,5
43,4883095,4,5
62,12394576,15,3
115,1145902,15,5
28,4716884,20,4
79,19911625,15,4
131,17705957,1,2
126,14279565,5,4
53,13531677,4,3
145,16500224,20,5
136,2955918,6,5
47,1654932,6,2
124,4553627,13,2
134,19368734,9,2
36,13799407,12,5
28,10817671,4,1
42,11781228,15,5
105,7492989,7,4
138,13283390,20,3
111,7344189,16,2
26,11829925,17,4
122,15516725,12,4
114,4468905,9,2
146,4253335,18,2
26,17732892,3,2
96,3548171,4,3
76,12212845,4,3
37,9003737,18,1
123,12829877,22,3
81,10919792,12,3
118,16862837,2,5
89,3499069,18,2
23,16846046,19,2
103,11059434,2,4
143,5166073,20,2
28,1627898,7,2
130,19160520,22,4
29,19254556,22,5
54,19388727,13,2
108,12858121,7,5
41,9232689,9,1
100,13590232,19,5
120,15160040,1,2
100,6770938,22,2
120,12786688,10,4
100,19808967,10,4
147,14105758,5,2
56,10555454,4,2
73,15662828,4,1
82,18479186,17,4
126,18832197,6,5
131,11072902,21,5
113,13868964,12,4
54,7441605,19,3
21,6072637,22,1
78,2730739,6,1
138,6922494,6,1
89,15130030,21,2
140,11176543,11,5
84,11120629,9,2
36,3050611,4,5
99,2383885,2,5
85,6561104,4,3
95,15310292,22,5
40,12215148,19,1
124,15508032,11,3
63,10072005,5,4
97,9372093,5,4
63,16047812,23,4
89,18630524,23,3
24,18050698,12,3
49,7067624,6,2
40,14836031,24,2
44,10593284,2,4
41,12232465,11,1
42,10703326,11,2
97,19749567,5,4
135,7109656,17,5
72,9230810,22,3
29,6399567,19,4
137,6723058,1,1
91,15645872,6,1
37,18112071,13,5
100,15330546,2,1
93,3492886,11,2
141,14227642,12,3
145,16681253,8,5
69,7468692,19,3
142,10121893,21,5
98,3074661,21,4
74,6705467,9,5
54,12592492,23,1
81,1819011,8,2
68,19941144,20,2
67,9437221,19,1
66,9037902,5,4
94,19077177,15,2
115,6324619,3,4
25,5360978,24,2
132,1611299,1,4
140,3188458,17,4
129,18374172,3,3
133,18066530,20,1
89,17069859,8,5
36,4406578,8,5
138,10911431,10,1
67,7987988,24,3
101,13734328,1,4
43,6518861,5,5
97,16850022,12,1
44,17085906,22,2
110,19442701,2,4
25,3449867,4,2
72,19614754,21,2
63,9532755,6,3
28,15425799,19,5
34,1479222,10,5
43,6812103,22,5
136,2894033,5,2
24,13288250,17,1
108,18937977,14,1
24,1450413,13,3
57,3122417,11,3
83,8171497,17,3
140,6766405,24,1
59,5957107,24,3
84,15155477,5,5
116,16364498,12,5
29,11487084,16,4
46,6713343,24,2
121,13407590,23,2
114,1026870,12,5
106,5073648,18,3
143,10931074,19,5
122,5986580,8,4
28,12923405,3,5
143,18290776,6,4
136,7872879,19,3
50,2021246,7,1
138,12493032,23,1
95,5476606,13,3
33,9500090,7,5
110,15426526,16,3
95,19350100,8,3
105,11191383,5,5
96,11619578,5,2
84,7848838,1,5
121,11028184,9,5
61,8192753,4,3
129,9369433,24,1
110,13193032,22,3
128,10809834,6,1
126,19987739,24,2
108,16930948,21,1
135,1593017,17,1
140,3145132,19,2
124,8573941,5,2
36,17162348,20,3
91,5058790,9,2
59,5074832,9,1
26,16350946,3,3
49,11604990,2,3
123,4087815,21,3
113,10393398,22,1
105,2937145,10,1
95,15527053,23,5
103,17133860,17,5
119,16777392,2,2
99,4657250,17,2
78,5966245,4,2
44,1435111,6,2
46,13501733,9,5
71,12775106,15,1
140,12369565,10,1
113,18833813,20,3
72,18579246,1,2
134,8420526,9,3
71,6520819,8,1
116,12911098,7,2
121,14093175,5,3
83,19826401,7,2
72,16555126,16,2
94,9579921,7,5
73,16485534,24,2
70,6625101,17,3
132,10858695,9,2
71,17015074,3,4
52,14530231,9,3
77,11195359,24,2
139,17376187,4,5
95,11384018,15,2
35,17750905,2,2
82,14413688,4,5
21,5892373,17,3
65,16988636,1,2
149,3485925,16,4
138,1892302,8,3
143,12898337,13,4
47,1940620,10,1
27,5978357,3,2
38,15395893,9,2
87,15992047,10,1
121,7682621,14,5
39,4674687,17,3
133,18890820,5,2
45,10641484,16,5
21,11555044,11,2
89,9734508,21,3
44,3208633,1,2
43,5486131,1,5
50,4352156,23,1
58,5645363,20,1
53,17720070,3,1
65,14470069,3,5
104,19001063,7,3
141,13619783,10,2
22,17067039,19,1
87,7632058,24,3
36,18744455,12,4
23,13030419,17,3
44,10598045,8,5
121,18551486,19,1
84,8714876,15,2
139,10107725,6,5
112,3809854,22,5
83,19551963,18,5
148,11277592,14,5
75,1379833,18,5
74,1591489,10,3
137,10314068,23,1
27,6391260,8,1
134,16756536,12,3
102,15188244,19,2
45,19519189,14,1
119,15048466,7,3
67,13814929,20,1
91,8883851,1,2
131,19970759,4,2
120,6907609,21,4
70,19766998,23,5
95,18855380,19,1
34,15124793,14,2
90,10838632,17,2
124,17564172,15,5
136,19379294,6,3
28,2883287,17,1
145,19502594,10,4
93,13796056,21,4
141,9700305,4,1
124,4748515,22,4
27,17791006,15,3
129,5300247,15,3
143,3108777,19,4
96,19826527,20,1
94,5915738,23,4
60,9968634,19,3
106,19522319,9,3
92,11258036,11,1
25,17935009,11,4
63,10538735,15,4
111,17170658,6,3
122,5256214,4,4
113,19503702,13,3
53,5001831,4,1
114,18588750,7,5
21,6012910,5,5
23,6866755,23,1
81,11650106,15,4
36,2454663,23,4
94,8648411,21,2
24,16490806,19,1
49,3029638,20,2
146,18210805,9,2
149,12682890,24,3
62,10654400,8,1
25,5335207,1,3
135,17725962,17,2
60,19300365,14,4
60,7051783,20,2
89,2974357,10,1
88,17892980,18,3
34,15926909,9,4
32,12901660,22,4
84,12197843,7,3
123,10801718,8,2
63,12226869,14,5
55,4237420,24,2
110,15886638,23,1
133,17919283,18,3
104,4240914,2,2
139,18171660,5,1
133,1450743,14,3
78,16758663,19,1
145,13692343,11,5
55,18545614,14,2
138,15883001,17,4
63,3826414,2,5
30,11465631,14,1
119,12354481,11,2
61,14946517,15,1
84,14024193,2,5
67,17794659,4,2
48,6784181,19,1
148,2392334,2,5
23,7766974,2,4
114,6596447,14,1
45,12435994,22,3
135,9210851,2,3
119,6732835,17,2
64,4490573,22,3
74,5271374,14,2
43,12520360,13,3
43,18501469,5,2
120,12923765,8,3
73,14810190,2,1
142,13608798,12,4
24,8342117,24,3
35,13528268,23,2
45,10725034,12,5
68,2976180,7,5
77,11709368,14,2
35,19710276,19,1
47,6326502,18,2
52,3985967,9,4
149,1515806,6,1
141,9869596,18,2
74,8068456,15,5
39,2726188,8,2
112,1387440,6,5
109,4444722,5,3
105,15692187,24,4
23,13066448,2,3
62,9528884,23,4
50,17196182,15,4
37,11018525,11,2
110,9269655,3,3
147,10827562,12,2
143,5420477,6,2
100,1691721,17,4
146,6270624,15,5
91,2019778,14,4
58,4997025,5,5
142,3659080,22,2
100,11725632,16,4
148,15895324,11,5
130,8946687,19,3
107,7484417,8,5
39,6944909,12,4
146,12219591,22,1
61,11641566,6,4
102,15829013,7,1
128,11499331,2,2
107,9017818,15,1
29,8455953,2,5
82,5179414,21,3
22,7665559,17,2
91,19459927,3,1
30,2978423,17,3
101,5628914,7,4
25,1357814,9,1
134,13644784,19,5
92,7851899,15,5
94,5562191,21,4
43,19472203,8,5
86,3263811,18,2
40,18654621,9,3
25,10715074,22,4
36,5302670,3,3
93,5438916,22,2
47,10777666,17,4
22,2446518,23,1
69,17607614,3,3
117,15213676,16,2
124,1837411,6,4
82,19381500,8,4
86,18577396,12,3
69,12345102,18,2
78,7228129,2,2
56,10408629,5,2
44,5433001,2,5
37,8654481,13,3
83,2008547,15,3
111,17518556,15,4
140,11194356,5,3
139,8671588,4,5
136,7965187,5,1
20,16550397,24,5
135,4410493,16,5
149,2078812,22,2
22,6543685,20,5
122,12337419,18,5
40,14233893,6,3
83,14614336,6,3
147,7611000,19,4
134,16412592,4,1
104,8172327,3,2
54,6686028,22,4
80,9586875,12,2
139,10734544,24,3
63,18546837,13,2
103,3811748,8,4
26,19890183,11,3
109,5938649,5,4
144,10974904,4,3
109,17551297,12,5
136,19286864,14,2
46,9720841,5,2
118,18558887,13,5
111,17248789,22,3
36,12879048,5,5
87,11654338,16,4
90,9932166,3,4
59,5389163,23,2
112,19771623,12,4
52,18631793,9,2
106,1264114,23,2
111,11999804,10,5
52,8600806,14,3
28,8761845,23,5
104,10027115,20,4
111,14882874,5,1
56,13028989,17,1
53,3211779,4,5
40,5085299,24,1
114,14912253,17,2
133,16420585,17,3
29,17400140,10,2
105,14041379,6,2
64,13047988,20,3
106,1878979,14,2
62,10781374,10,2
112,6599164,1,4
75,10823465,18,3
70,7327272,9,1
137,4403062,8,5
34,16429894,13,5
89,16992196,10,1
115,14933619,5,3
134,18026693,7,1
50,13707732,5,4
134,9396861,19,5
29,4632281,10,5
33,6345194,5,4
55,16370144,18,3
113,12372602,17,1
53,7290406,23,3
116,15640968,4,4
104,14971058,3,1
133,15755979,8,5
103,2826991,9,4
38,16648610,12,2
83,15570246,3,1
122,4542199,9,3
83,14585281,10,2
96,13862159,2,5
122,2794537,12,5
24,8297642,12,5
28,6980660,3,4
144,14423634,21,4
38,5026777,13,4
107,2477632,15,4
20,4929183,14,4
71,5928904,13,5
139,3759979,11,1
125,19603915,10,2
105,4702366,9,4
70,18145549,2,1
41,6665997,4,4
32,10242313,4,2
100,13691677,5,5
28,10638136,14,1
71,3460943,2,3
130,12542160,13,1
70,1818238,22,5
58,10551076,24,4
132,13428860,9,4
126,15569944,22,1
24,7801182,10,2
48,14748590,21,2
93,6954559,23,3
73,18998750,6,2
28,13984486,15,3
146,5479539,10,1
116,8002403,8,5
137,10869143,14,3
145,8323893,14,1
118,15215109,11,4
110,6123149,22,5
85,17471885,6,4
53,12539809,23,1
69,10596911,11,1
41,11202130,7,2
68,1379972,4,3
121,15262530,2,1
73,8265873,1,1
43,10925223,17,5
32,16623253,24,5
74,3686424,24,5
76,12684495,4,5
109,6983945,21,2
146,2144206,12,4
40,7696184,11,2
86,12114621,10,4
51,12038543,10,4
39,9344449,11,3
147,13181487,6,1
24,14369238,17,2
87,4339816,1,4
103,10583103,9,3
117,8191972,7,1
134,13939733,5,2
21,12442591,11,4
122,1390854,1,2
82,9128551,12,5
119,2221196,11,4
70,4395723,23,5
72,12846588,4,4
139,19312923,5,2
65,13776971,12,2
120,7743436,23,2
121,3381099,13,3
76,4816930,11,2
71,10187748,24,4
143,13162505,7,1
75,3089033,14,2
94,19457721,8,3
79,1189453,5,5
26,14900136,6,4
36,9259439,4,5
124,7053888,11,4
149,9514770,8,1
42,15165805,9,2
27,9602171,12,4
88,8090069,16,2
106,10269602,6,2
104,9633924,17,2
110,2834986,18,1
143,1457605,5,5
94,15523251,2,5
49,6504351,15,4
94,2171854,9,4
36,13831076,19,1
138,3933560,24,4
25,12780220,13,5
133,10244550,24,1
122,18171229,6,1
110,7318585,7,5
86,14603423,18,3
27,11271692,5,4
34,17477364,13,3
44,2399270,20,4
74,18162265,22,1
64,11716468,17,1
93,16927942,5,3
114,16167723,5,3
93,17920230,24,3
44,8988831,23,1
111,14883326,12,1
53,17435924,16,3
